batch_size,vocab_size,config_name,seq_len,n_layers,h_dim,mlp_dim,head_dim,n_heads,compile,class,config,performance test,number of parameters,number of non-embedding parameters,device,model memory usage megabytes,step memory usage in megabytes,tokens per batch,avg step duration in ms,std step duration in ms,avg iterations per second,std iterations per second,tokens per second,OOM,flops,macs,params
1,16384,small,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 16, 'project_path': '/home/imanol/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmppk9ydu4o/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16_fast_coupled'})",forward and backward,110221824,97638912,NVIDIA GeForce RTX 3090,804.650390625,1345.86865234375,512,513.0922783745659,12.66859240999843,1.9489671588274875,0.0475408030802847,998,False,100.07 G,49.93 GMACs,110.22 M
24,16384,small,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz22_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 12,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpe93mt7x_/throughput_results_bsz22.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 22,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,117308928,104726016,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
1,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1536,
 'head_dim': 96,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 6144,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpbeziynru/throughput_results_bsz1.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 1,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,786951168,761785344,Tesla V100-SXM2-32GB-LS,3770.35546875,9343.64208984375,512,2034.9115426199776,52.988004307208364,0.4914218525255824,0.012671051871474262,252,False,780.37 G,389.77 GMACs,786.95 M
3,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz3_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1536,
 'head_dim': 96,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 6144,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpbeziynru/throughput_results_bsz3.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 3,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,786951168,761785344,Tesla V100-SXM2-32GB-LS,3770.35546875,9617.89990234375,1536,1986.9483991350446,62.10503386281642,0.5032843331187254,0.015568379570535631,773,False
4,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz3_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1536,
 'head_dim': 96,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 6144,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpbeziynru/throughput_results_bsz3.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 3,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,786951168,761785344,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
5,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz3_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1536,
 'head_dim': 96,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 6144,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpbeziynru/throughput_results_bsz3.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 3,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,786951168,761785344,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
8,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz3_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1536,
 'head_dim': 96,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 6144,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpbeziynru/throughput_results_bsz3.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 3,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,786951168,761785344,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
1,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1024,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 4096,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpefm6ri82/throughput_results_bsz1.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 1,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,361056256,344279040,Tesla V100-SXM2-32GB-LS,2145.6953125,4335.95068359375,512,1931.5689435686384,23.474084319197484,0.5177138529430207,0.0061696345919895375,265,False,352.74 G,176.09 GMACs,361.06 M
5,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz5_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1024,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 4096,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpefm6ri82/throughput_results_bsz5.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 5,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,361056256,344279040,Tesla V100-SXM2-32GB-LS,2145.6953125,4799.84130859375,2560,1941.8276541573662,68.43933248850215,0.5149787613020367,0.01810833216458791,1318,False
7,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz7_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1024,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 4096,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpefm6ri82/throughput_results_bsz7.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 7,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,361056256,344279040,Tesla V100-SXM2-32GB-LS,2145.6953125,4934.66162109375,3584,1857.8652169363838,58.543789976536566,0.5382521782979489,0.016324812002499696,1929,False
8,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 16,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl16_books16384_bsz7_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 1024,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 4096,
 'n_gpus': 1,
 'n_heads': 16,
 'n_layers': 24,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmpefm6ri82/throughput_results_bsz7.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 7,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,361056256,344279040,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
1,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 8,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl8_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmp_5bp8gju/throughput_results_bsz1.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 1,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,55881216,43298304,Tesla V100-SXM2-32GB-LS,341.232421875,700.85693359375,512,590.2272382463727,11.24959190635754,1.6942627096829779,0.03202791543411506,867,False,44.34 G,22.15 GMACs,55.88 M
8,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 8,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl8_books16384_bsz8_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmp_5bp8gju/throughput_results_bsz8.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 8,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,55881216,43298304,Tesla V100-SXM2-32GB-LS,341.232421875,792.29833984375,4096,550.9923836844308,30.054705572211212,1.8149071196104387,0.09131372350652273,7434,False,354.7 G,177.17 GMACs,55.88 M
16,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 8,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl8_books16384_bsz16_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmp_5bp8gju/throughput_results_bsz16.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 16,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,55881216,43298304,Tesla V100-SXM2-32GB-LS,341.232421875,897.70458984375,8192,609.3554600306919,8.268358246885674,1.6410782631694678,0.02289548426128635,13444,False,709.41 G,354.33 GMACs,55.88 M
24,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 8,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl8_books16384_bsz24_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmp_5bp8gju/throughput_results_bsz24.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 24,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,55881216,43298304,Tesla V100-SXM2-32GB-LS,341.232421875,980.81396484375,12288,647.5969369070871,15.267945385638603,1.5441703674140037,0.035193735794450155,18975,False,1064.11 G,531.5 GMACs,55.88 M
32,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 8,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl8_books16384_bsz32_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmp_5bp8gju/throughput_results_bsz32.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 32,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,55881216,43298304,Tesla V100-SXM2-32GB-LS,341.232421875,1087.50146484375,16384,739.7925458635602,40.8507053845374,1.3517303000568888,0.06987896007087309,22147,False,1418.81 G,708.67 GMACs,55.88 M
40,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'block_length': 8,
 'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 1000,
 'exp_name': 'quasiLSTM_bl8_books16384_bsz40_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'is_quasi': True,
 'log_activations_every': -1,
 'log_ckpt_every': 5000,
 'log_grads_every': 1000,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 512,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/lstm',
 'results_pickle_file': '/tmp/tmp_5bp8gju/throughput_results_bsz40.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 40,
 'vocab_size': 16384,
 'wandb_project_name': 'lstm'}",forward and backward,55881216,43298304,Tesla V100-SXM2-32GB-LS,341.232421875,1185.22021484375,20480,799.3955644880023,15.889661324016599,1.2509451445861863,0.024938429718876633,25619,False
